Timestamp	Longitude	Latitude	Operatorname	NetworkTech	Level	Speed	Altitude	Filemark
2019.09.24_11.13.07	-48.45394	-1.475839	Oi	4G	-96	0	-18	
2019.09.24_11.13.07	-48.45393	-1.475844	Oi	4G	-96	0	-18	
2019.09.24_11.13.07	-48.45393	-1.475844	Oi	4G	-97	0	-18	
2019.09.24_11.13.08	-48.45393	-1.475844	Oi	4G	-97	0	-18	
2019.09.24_11.13.09	-48.45393	-1.475844	Oi	4G	-98	0	-18	
2019.09.24_11.13.11	-48.45393	-1.475844	Oi	4G	-98	0	-18	
2019.09.24_11.13.12	-48.45393	-1.475844	Oi	4G	-95	0	-18	
2019.09.24_11.13.13	-48.45393	-1.475844	Oi	4G	-95	0	-18	
2019.09.24_11.13.14	-48.45393	-1.475844	Oi	4G	-95	0	-18	
2019.09.24_11.13.15	-48.45393	-1.475844	Oi	4G	-95	0	-18	
2019.09.24_11.13.16	-48.45393	-1.475844	Oi	4G	-95	0	-18	
2019.09.24_11.13.18	-48.45393	-1.475844	Oi	4G	-95	0	-18	
2019.09.24_11.13.19	-48.45393	-1.475844	Oi	4G	-95	0	-18	
2019.09.24_11.13.20	-48.45393	-1.475844	Oi	4G	-95	0	-18	
2019.09.24_11.13.21	-48.45393	-1.475844	Oi	4G	-93	0	-18	
2019.09.24_11.13.22	-48.45393	-1.475844	Oi	4G	-93	0	-18	
2019.09.24_11.13.24	-48.45393	-1.475844	Oi	4G	-95	0	-18	
2019.09.24_11.13.25	-48.45393	-1.475844	Oi	4G	-95	0	-18	
2019.09.24_11.13.25	-48.45392	-1.475811	Oi	4G	-95	4	-18	
2019.09.24_11.13.26	-48.45392	-1.475811	Oi	4G	-96	4	-18	
2019.09.24_11.13.27	-48.45392	-1.475811	Oi	4G	-96	4	-18	
2019.09.24_11.13.28	-48.45392	-1.475811	Oi	4G	-93	4	-18	
2019.09.24_11.13.29	-48.45392	-1.475774	Oi	4G	-93	4	-16	
2019.09.24_11.13.29	-48.45392	-1.475774	Oi	4G	-93	4	-16	
2019.09.24_11.13.31	-48.45392	-1.475774	Oi	4G	-98	4	-16	
2019.09.24_11.13.32	-48.45392	-1.475774	Oi	4G	-98	4	-16	
2019.09.24_11.13.32	-48.45392	-1.475736	Oi	4G	-98	4	-15	
2019.09.24_11.13.33	-48.45392	-1.475736	Oi	4G	-92	4	-15	
2019.09.24_11.13.34	-48.45392	-1.475736	Oi	4G	-92	4	-15	
