Timestamp	Longitude	Latitude	Operatorname	NetworkTech	Level	Speed	Altitude	Filemark
2019.09.24_11.58.53	-48.45166	-1.472823	Oi	4G	-78	0	-17	
2019.09.24_11.58.53	-48.45166	-1.472823	Oi	4G	-78	0	-17	
2019.09.24_11.58.54	-48.45166	-1.472824	Oi	4G	-78	0	-19	
2019.09.24_11.58.55	-48.45166	-1.472824	Oi	4G	-79	0	-19	
2019.09.24_11.58.56	-48.45166	-1.472824	Oi	4G	-79	0	-19	
2019.09.24_11.58.57	-48.45166	-1.472824	Oi	4G	-76	0	-19	
2019.09.24_11.58.58	-48.45166	-1.472824	Oi	4G	-76	0	-19	
2019.09.24_11.58.59	-48.45169	-1.472830	Oi	4G	-76	4	-17	
2019.09.24_11.58.59	-48.45169	-1.472830	Oi	4G	-77	4	-17	
2019.09.24_11.59.00	-48.45169	-1.472830	Oi	4G	-77	4	-17	
2019.09.24_11.59.01	-48.45172	-1.472839	Oi	4G	-77	3	-18	
2019.09.24_11.59.01	-48.45172	-1.472839	Oi	4G	-74	3	-18	
2019.09.24_11.59.03	-48.45172	-1.472839	Oi	4G	-74	3	-18	
2019.09.24_11.59.03	-48.45175	-1.472848	Oi	4G	-74	5	-15	
2019.09.24_11.59.04	-48.45175	-1.472848	Oi	4G	-74	5	-15	
2019.09.24_11.59.05	-48.45178	-1.472859	Oi	4G	-74	4	-17	
2019.09.24_11.59.05	-48.45178	-1.472859	Oi	4G	-74	4	-17	
2019.09.24_11.59.06	-48.45178	-1.472859	Oi	4G	-83	4	-17	
2019.09.24_11.59.07	-48.45178	-1.472859	Oi	4G	-83	4	-17	
2019.09.24_11.59.08	-48.45181	-1.472872	Oi	4G	-83	4	-17	
2019.09.24_11.59.08	-48.45181	-1.472872	Oi	4G	-83	4	-17	
2019.09.24_11.59.09	-48.45181	-1.472872	Oi	4G	-83	4	-17	
2019.09.24_11.59.10	-48.45184	-1.472887	Oi	4G	-83	4	-13	
2019.09.24_11.59.11	-48.45184	-1.472887	Oi	4G	-86	4	-13	
2019.09.24_11.59.12	-48.45184	-1.472887	Oi	4G	-86	4	-13	
2019.09.24_11.59.12	-48.45187	-1.472903	Oi	4G	-86	6	-15	
2019.09.24_11.59.13	-48.45187	-1.472903	Oi	4G	-83	6	-15	
2019.09.24_11.59.14	-48.45191	-1.472922	Oi	4G	-83	6	-16	
2019.09.24_11.59.14	-48.45191	-1.472922	Oi	4G	-83	6	-16	
2019.09.24_11.59.15	-48.45191	-1.472922	Oi	4G	-86	6	-16	
2019.09.24_11.59.16	-48.45193	-1.472940	Oi	4G	-86	4	-11	
2019.09.24_11.59.16	-48.45193	-1.472940	Oi	4G	-86	4	-11	
2019.09.24_11.59.18	-48.45193	-1.472940	Oi	4G	-85	4	-11	
2019.09.24_11.59.18	-48.45196	-1.472961	Oi	4G	-85	7	-13	
2019.09.24_11.59.19	-48.45196	-1.472961	Oi	4G	-85	7	-13	
2019.09.24_11.59.20	-48.45199	-1.472977	Oi	4G	-84	5	-15	
2019.09.24_11.59.20	-48.45199	-1.472977	Oi	4G	-84	5	-15	
2019.09.24_11.59.21	-48.45199	-1.472977	Oi	4G	-84	5	-15	
2019.09.24_11.59.22	-48.45202	-1.472991	Oi	4G	-84	6	-13	
2019.09.24_11.59.22	-48.45202	-1.472991	Oi	4G	-77	6	-13	
2019.09.24_11.59.23	-48.45202	-1.472991	Oi	4G	-77	6	-13	
2019.09.24_11.59.24	-48.45206	-1.473006	Oi	4G	-77	6	-15	
2019.09.24_11.59.25	-48.45206	-1.473006	Oi	4G	-86	6	-15	
2019.09.24_11.59.26	-48.45206	-1.473006	Oi	4G	-86	6	-15	
2019.09.24_11.59.26	-48.45208	-1.473013	Oi	4G	-86	4	-17	
2019.09.24_11.59.27	-48.45208	-1.473013	Oi	4G	-87	4	-17	
2019.09.24_11.59.28	-48.45211	-1.473022	Oi	4G	-87	5	-18	
2019.09.24_11.59.28	-48.45211	-1.473022	Oi	4G	-87	5	-18	
2019.09.24_11.59.29	-48.45211	-1.473022	Oi	4G	-85	5	-18	
2019.09.24_11.59.30	-48.45214	-1.473032	Oi	4G	-85	4	-17	
2019.09.24_11.59.30	-48.45214	-1.473032	Oi	4G	-85	4	-17	
2019.09.24_11.59.31	-48.45214	-1.473032	Oi	4G	-88	4	-17	
2019.09.24_11.59.33	-48.45214	-1.473032	Oi	4G	-88	4	-17	
2019.09.24_11.59.33	-48.45217	-1.473046	Oi	4G	-88	4	-17	
2019.09.24_11.59.34	-48.45217	-1.473046	Oi	4G	-87	4	-17	
2019.09.24_11.59.35	-48.45217	-1.473046	Oi	4G	-87	4	-17	
2019.09.24_11.59.36	-48.45221	-1.473056	Oi	4G	-87	4	-19	
2019.09.24_11.59.36	-48.45221	-1.473056	Oi	4G	-85	4	-19	
2019.09.24_11.59.37	-48.45221	-1.473056	Oi	4G	-85	4	-19	
2019.09.24_11.59.38	-48.45224	-1.473064	Oi	4G	-85	5	-19	
2019.09.24_11.59.38	-48.45224	-1.473064	Oi	4G	-85	5	-19	
2019.09.24_11.59.40	-48.45224	-1.473064	Oi	4G	-85	5	-19	
2019.09.24_11.59.40	-48.45227	-1.473074	Oi	4G	-85	4	-18	
2019.09.24_11.59.41	-48.45227	-1.473074	Oi	4G	-85	4	-18	
2019.09.24_11.59.42	-48.45227	-1.473074	Oi	4G	-85	4	-18	
2019.09.24_11.59.43	-48.45231	-1.473087	Oi	4G	-85	3	-18	
2019.09.24_11.59.43	-48.45231	-1.473087	Oi	4G	-85	3	-18	
2019.09.24_11.59.44	-48.45231	-1.473087	Oi	4G	-85	3	-18	
2019.09.24_11.59.45	-48.45234	-1.473104	Oi	4G	-85	6	-13	
2019.09.24_11.59.45	-48.45234	-1.473104	Oi	4G	-86	6	-13	
2019.09.24_11.59.46	-48.45234	-1.473104	Oi	4G	-86	6	-13	
2019.09.24_11.59.47	-48.45237	-1.473113	Oi	4G	-86	5	-15	
2019.09.24_11.59.48	-48.45237	-1.473113	Oi	4G	-87	5	-15	
2019.09.24_11.59.49	-48.45237	-1.473113	Oi	4G	-87	5	-15	
2019.09.24_11.59.49	-48.45239	-1.473127	Oi	4G	-87	6	-15	
2019.09.24_11.59.50	-48.45239	-1.473127	Oi	4G	-79	6	-15	
2019.09.24_11.59.51	-48.45242	-1.473141	Oi	4G	-79	5	-16	
2019.09.24_11.59.51	-48.45242	-1.473141	Oi	4G	-79	5	-16	
2019.09.24_11.59.52	-48.45242	-1.473141	Oi	4G	-81	5	-16	
2019.09.24_11.59.53	-48.45245	-1.473159	Oi	4G	-81	5	-14	
2019.09.24_11.59.53	-48.45245	-1.473159	Oi	4G	-81	5	-14	
2019.09.24_11.59.54	-48.45245	-1.473159	Oi	4G	-87	5	-14	
2019.09.24_11.59.56	-48.45245	-1.473159	Oi	4G	-87	5	-14	
2019.09.24_11.59.56	-48.45249	-1.473164	Oi	4G	-87	4	-16	
2019.09.24_11.59.57	-48.45249	-1.473164	Oi	4G	-88	4	-16	
2019.09.24_11.59.58	-48.45249	-1.473164	Oi	4G	-88	4	-16	
2019.09.24_11.59.59	-48.45249	-1.473164	Oi	4G	-87	4	-16	
2019.09.24_12.00.00	-48.45252	-1.473177	Oi	4G	-87	4	-14	
2019.09.24_12.00.00	-48.45252	-1.473177	Oi	4G	-87	4	-14	
2019.09.24_12.00.01	-48.45252	-1.473177	Oi	4G	-83	4	-14	
2019.09.24_12.00.03	-48.45252	-1.473177	Oi	4G	-83	4	-14	
2019.09.24_12.00.04	-48.45252	-1.473177	Oi	4G	-80	4	-14	
2019.09.24_12.00.04	-48.45255	-1.473192	Oi	4G	-80	4	-15	
2019.09.24_12.00.05	-48.45255	-1.473192	Oi	4G	-80	4	-15	
2019.09.24_12.00.06	-48.45257	-1.473204	Oi	4G	-80	2	-13	
2019.09.24_12.00.06	-48.45257	-1.473204	Oi	4G	-82	2	-13	
2019.09.24_12.00.07	-48.45257	-1.473204	Oi	4G	-82	2	-13	
2019.09.24_12.00.08	-48.45260	-1.473215	Oi	4G	-82	3	-13	
2019.09.24_12.00.08	-48.45260	-1.473215	Oi	4G	-87	3	-13	
2019.09.24_12.00.09	-48.45260	-1.473215	Oi	4G	-87	3	-13	
2019.09.24_12.00.11	-48.45260	-1.473215	Oi	4G	-86	3	-13	
2019.09.24_12.00.11	-48.45263	-1.473220	Oi	4G	-86	6	-14	
2019.09.24_12.00.12	-48.45263	-1.473220	Oi	4G	-86	6	-14	
2019.09.24_12.00.13	-48.45267	-1.473219	Oi	4G	-86	4	-12	
2019.09.24_12.00.13	-48.45267	-1.473219	Oi	4G	-84	4	-12	
2019.09.24_12.00.14	-48.45267	-1.473219	Oi	4G	-84	4	-12	
2019.09.24_12.00.15	-48.45267	-1.473219	Oi	4G	-85	4	-12	
2019.09.24_12.00.16	-48.45271	-1.473210	Oi	4G	-85	2	-13	
2019.09.24_12.00.16	-48.45271	-1.473210	Oi	4G	-85	2	-13	
2019.09.24_12.00.18	-48.45271	-1.473210	Oi	4G	-89	2	-13	
2019.09.24_12.00.19	-48.45271	-1.473210	Oi	4G	-89	2	-13	
2019.09.24_12.00.19	-48.45275	-1.473212	Oi	4G	-89	4	-11	
2019.09.24_12.00.20	-48.45275	-1.473212	Oi	4G	-87	4	-11	
2019.09.24_12.00.21	-48.45275	-1.473212	Oi	4G	-87	4	-11	
2019.09.24_12.00.22	-48.45278	-1.473216	Oi	4G	-87	0	-13	
2019.09.24_12.00.22	-48.45278	-1.473216	Oi	4G	-87	0	-13	
2019.09.24_12.00.23	-48.45278	-1.473216	Oi	4G	-87	0	-13	
2019.09.24_12.00.24	-48.45278	-1.473216	Oi	4G	-88	0	-13	
2019.09.24_12.00.25	-48.45281	-1.473222	Oi	4G	-88	5	-11	
2019.09.24_12.00.26	-48.45281	-1.473222	Oi	4G	-88	5	-11	
2019.09.24_12.00.27	-48.45281	-1.473222	Oi	4G	-89	5	-11	
2019.09.24_12.00.27	-48.45284	-1.473231	Oi	4G	-89	4	-11	
2019.09.24_12.00.28	-48.45284	-1.473231	Oi	4G	-89	4	-11	
2019.09.24_12.00.29	-48.45288	-1.473239	Oi	4G	-89	5	-11	
