Timestamp	Longitude	Latitude	Operatorname	NetworkTech	Level	Speed	Altitude	Filemark
2019.09.25_11.25.55	-48.45162	-1.472865	Oi	3G	-75	4	-23	
2019.09.25_11.25.55	-48.45162	-1.472865	Oi	3G	-75	4	-23	
2019.09.25_11.25.56	-48.45163	-1.472857	Oi	3G	-75	2	-23	
2019.09.25_11.25.56	-48.45163	-1.472857	Oi	3G	-75	2	-23	
2019.09.25_11.25.57	-48.45163	-1.472857	Oi	3G	-75	2	-23	
2019.09.25_11.25.59	-48.45163	-1.472857	Oi	3G	-67	2	-23	
2019.09.25_11.26.00	-48.45166	-1.472846	Oi	3G	-67	4	-22	
2019.09.25_11.26.00	-48.45166	-1.472846	Oi	3G	-67	4	-22	
2019.09.25_11.26.01	-48.45166	-1.472846	Oi	3G	-71	4	-22	
2019.09.25_11.26.02	-48.45166	-1.472846	Oi	3G	-71	4	-22	
2019.09.25_11.26.03	-48.45169	-1.472845	Oi	3G	-71	2	-21	
2019.09.25_11.26.03	-48.45169	-1.472845	Oi	3G	-73	2	-21	
2019.09.25_11.26.04	-48.45169	-1.472845	Oi	3G	-73	2	-21	
2019.09.25_11.26.06	-48.45169	-1.472845	Oi	3G	-83	2	-21	
2019.09.25_11.26.06	-48.45173	-1.472848	Oi	3G	-83	4	-19	
2019.09.25_11.26.07	-48.45173	-1.472848	Oi	3G	-83	4	-19	
2019.09.25_11.26.08	-48.45173	-1.472848	Oi	3G	-83	4	-19	
2019.09.25_11.26.09	-48.45175	-1.472867	Oi	3G	-83	4	-19	
2019.09.25_11.26.09	-48.45175	-1.472867	Oi	3G	-83	4	-19	
2019.09.25_11.26.10	-48.45175	-1.472867	Oi	3G	-65	4	-19	
2019.09.25_11.26.11	-48.45175	-1.472867	Oi	3G	-65	4	-19	
2019.09.25_11.26.12	-48.45178	-1.472885	Oi	3G	-65	3	-16	
2019.09.25_11.26.12	-48.45178	-1.472885	Oi	3G	-77	3	-16	
2019.09.25_11.26.14	-48.45178	-1.472885	Oi	3G	-77	3	-16	
2019.09.25_11.26.15	-48.45181	-1.472900	Oi	3G	-77	2	-16	
2019.09.25_11.26.15	-48.45181	-1.472900	Oi	3G	-73	2	-16	
2019.09.25_11.26.16	-48.45181	-1.472900	Oi	3G	-73	2	-16	
2019.09.25_11.26.17	-48.45181	-1.472900	Oi	3G	-73	2	-16	
2019.09.25_11.26.18	-48.45183	-1.472919	Oi	3G	-73	3	-16	
2019.09.25_11.26.18	-48.45183	-1.472919	Oi	3G	-73	3	-16	
2019.09.25_11.26.19	-48.45183	-1.472919	Oi	3G	-83	3	-16	
2019.09.25_11.26.21	-48.45183	-1.472919	Oi	3G	-83	3	-16	
