Timestamp	Longitude	Latitude	Operatorname	NetworkTech	Level	Speed	Altitude	Filemark
2019.09.25_11.44.28	-48.45167	-1.472830	Oi	3G	-81	0	-22	
2019.09.25_11.44.29	-48.45167	-1.472824	Oi	3G	-81	0	-23	
2019.09.25_11.44.29	-48.45167	-1.472824	Oi	3G	-85	0	-23	
2019.09.25_11.44.30	-48.45167	-1.472824	Oi	3G	-85	0	-23	
2019.09.25_11.44.31	-48.45167	-1.472824	Oi	3G	-63	0	-23	
2019.09.25_11.44.32	-48.45167	-1.472824	Oi	3G	-63	0	-23	
2019.09.25_11.44.33	-48.45167	-1.472824	Oi	3G	-67	0	-23	
2019.09.25_11.44.35	-48.45167	-1.472824	Oi	3G	-67	0	-23	
2019.09.25_11.44.35	-48.45169	-1.472837	Oi	3G	-67	2	-25	
2019.09.25_11.44.36	-48.45169	-1.472837	Oi	3G	-67	2	-25	
2019.09.25_11.44.37	-48.45169	-1.472837	Oi	3G	-67	2	-25	
2019.09.25_11.44.38	-48.45169	-1.472837	Oi	3G	-61	2	-25	
2019.09.25_11.44.39	-48.45169	-1.472837	Oi	3G	-61	2	-25	
2019.09.25_11.44.40	-48.45172	-1.472856	Oi	3G	-61	3	-23	
2019.09.25_11.44.40	-48.45172	-1.472856	Oi	3G	-67	3	-23	
2019.09.25_11.44.41	-48.45172	-1.472856	Oi	3G	-67	3	-23	
2019.09.25_11.44.43	-48.45172	-1.472856	Oi	3G	-81	3	-23	
2019.09.25_11.44.44	-48.45175	-1.472875	Oi	3G	-81	3	-20	
2019.09.25_11.44.44	-48.45175	-1.472875	Oi	3G	-81	3	-20	
2019.09.25_11.44.45	-48.45175	-1.472875	Oi	3G	-75	3	-20	
2019.09.25_11.44.46	-48.45175	-1.472875	Oi	3G	-75	3	-20	
2019.09.25_11.44.47	-48.45175	-1.472875	Oi	3G	-75	3	-20	
2019.09.25_11.44.48	-48.45177	-1.472890	Oi	3G	-75	2	-17	
2019.09.25_11.44.48	-48.45177	-1.472890	Oi	3G	-75	2	-17	
2019.09.25_11.44.49	-48.45177	-1.472890	Oi	3G	-67	2	-17	
2019.09.25_11.44.51	-48.45177	-1.472890	Oi	3G	-67	2	-17	
2019.09.25_11.44.51	-48.45180	-1.472904	Oi	3G	-67	3	-18	
2019.09.25_11.44.52	-48.45180	-1.472904	Oi	3G	-77	3	-18	
2019.09.25_11.44.53	-48.45180	-1.472904	Oi	3G	-77	3	-18	
2019.09.25_11.44.54	-48.45183	-1.472919	Oi	3G	-77	3	-15	
2019.09.25_11.44.54	-48.45183	-1.472919	Oi	3G	-75	3	-15	
2019.09.25_11.44.55	-48.45183	-1.472919	Oi	3G	-75	3	-15	
2019.09.25_11.44.56	-48.45183	-1.472919	Oi	3G	-75	3	-15	
2019.09.25_11.44.57	-48.45185	-1.472938	Oi	3G	-75	2	-18	
2019.09.25_11.44.58	-48.45185	-1.472938	Oi	3G	-75	2	-18	
2019.09.25_11.44.59	-48.45185	-1.472938	Oi	3G	-77	2	-18	
2019.09.25_11.45.00	-48.45187	-1.472962	Oi	3G	-77	3	-16	
2019.09.25_11.45.00	-48.45187	-1.472962	Oi	3G	-77	3	-16	
2019.09.25_11.45.01	-48.45187	-1.472962	Oi	3G	-71	3	-16	
2019.09.25_11.45.02	-48.45187	-1.472962	Oi	3G	-71	3	-16	
2019.09.25_11.45.03	-48.45190	-1.472975	Oi	3G	-71	3	-17	
2019.09.25_11.45.03	-48.45190	-1.472975	Oi	3G	-75	3	-17	
2019.09.25_11.45.05	-48.45190	-1.472975	Oi	3G	-75	3	-17	
2019.09.25_11.45.06	-48.45192	-1.472990	Oi	3G	-75	3	-15	
2019.09.25_11.45.06	-48.45192	-1.472990	Oi	3G	-75	3	-15	
2019.09.25_11.45.07	-48.45192	-1.472990	Oi	3G	-75	3	-15	
2019.09.25_11.45.08	-48.45192	-1.472990	Oi	3G	-75	3	-15	
2019.09.25_11.45.09	-48.45195	-1.473007	Oi	3G	-75	3	-16	
2019.09.25_11.45.09	-48.45195	-1.473007	Oi	3G	-75	3	-16	
2019.09.25_11.45.10	-48.45195	-1.473007	Oi	3G	-83	3	-16	
2019.09.25_11.45.12	-48.45195	-1.473007	Oi	3G	-83	3	-16	
2019.09.25_11.45.12	-48.45198	-1.473022	Oi	3G	-83	2	-17	
2019.09.25_11.45.13	-48.45198	-1.473022	Oi	3G	-75	2	-17	
2019.09.25_11.45.14	-48.45198	-1.473022	Oi	3G	-75	2	-17	
2019.09.25_11.45.15	-48.45201	-1.473030	Oi	3G	-75	3	-19	
2019.09.25_11.45.15	-48.45201	-1.473030	Oi	3G	-73	3	-19	
2019.09.25_11.45.16	-48.45201	-1.473030	Oi	3G	-73	3	-19	
2019.09.25_11.45.17	-48.45201	-1.473030	Oi	3G	-73	3	-19	
2019.09.25_11.45.18	-48.45204	-1.473039	Oi	3G	-73	4	-17	
2019.09.25_11.45.18	-48.45204	-1.473039	Oi	3G	-73	4	-17	
2019.09.25_11.45.20	-48.45204	-1.473039	Oi	3G	-67	4	-17	
2019.09.25_11.45.21	-48.45208	-1.473050	Oi	3G	-67	3	-19	
2019.09.25_11.45.21	-48.45208	-1.473050	Oi	3G	-67	3	-19	
2019.09.25_11.45.22	-48.45208	-1.473050	Oi	3G	-69	3	-19	
2019.09.25_11.45.23	-48.45208	-1.473050	Oi	3G	-69	3	-19	
2019.09.25_11.45.24	-48.45211	-1.473063	Oi	3G	-69	3	-17	
2019.09.25_11.45.24	-48.45211	-1.473063	Oi	3G	-73	3	-17	
2019.09.25_11.45.25	-48.45211	-1.473063	Oi	3G	-73	3	-17	
2019.09.25_11.45.27	-48.45211	-1.473063	Oi	3G	-75	3	-17	
2019.09.25_11.45.27	-48.45214	-1.473077	Oi	3G	-75	4	-20	
2019.09.25_11.45.28	-48.45214	-1.473077	Oi	3G	-75	4	-20	
2019.09.25_11.45.29	-48.45214	-1.473077	Oi	3G	-75	4	-20	
2019.09.25_11.45.30	-48.45217	-1.473089	Oi	3G	-75	3	-20	
2019.09.25_11.45.30	-48.45217	-1.473089	Oi	3G	-75	3	-20	
2019.09.25_11.45.31	-48.45217	-1.473089	Oi	3G	-75	3	-20	
2019.09.25_11.45.32	-48.45217	-1.473089	Oi	3G	-75	3	-20	
2019.09.25_11.45.34	-48.45217	-1.473089	Oi	3G	-81	3	-20	
2019.09.25_11.45.34	-48.45220	-1.473097	Oi	3G	-81	3	-20	
2019.09.25_11.45.35	-48.45220	-1.473097	Oi	3G	-81	3	-20	
2019.09.25_11.45.36	-48.45220	-1.473097	Oi	3G	-75	3	-20	
2019.09.25_11.45.37	-48.45223	-1.473104	Oi	3G	-75	3	-18	
2019.09.25_11.45.37	-48.45223	-1.473104	Oi	3G	-75	3	-18	
2019.09.25_11.45.38	-48.45223	-1.473104	Oi	3G	-67	3	-18	
2019.09.25_11.45.39	-48.45223	-1.473104	Oi	3G	-67	3	-18	
2019.09.25_11.45.40	-48.45226	-1.473110	Oi	3G	-67	3	-20	
2019.09.25_11.45.41	-48.45226	-1.473110	Oi	3G	-67	3	-20	
2019.09.25_11.45.42	-48.45226	-1.473110	Oi	3G	-67	3	-20	
2019.09.25_11.45.43	-48.45229	-1.473120	Oi	3G	-67	5	-18	
2019.09.25_11.45.43	-48.45229	-1.473120	Oi	3G	-69	5	-18	
2019.09.25_11.45.44	-48.45229	-1.473120	Oi	3G	-69	5	-18	
