Timestamp	Longitude	Latitude	Operatorname	NetworkTech	Level	Speed	Altitude	Filemark
2019.09.25_10.05.24	-48.45166	-1.472857	Oi	3G	-69	2	-19	
2019.09.25_10.05.25	-48.45166	-1.472857	Oi	3G	-67	2	-19	
2019.09.25_10.05.25	-48.45165	-1.472842	Oi	3G	-67	0	-21	
2019.09.25_10.05.26	-48.45165	-1.472842	Oi	3G	-67	0	-21	
2019.09.25_10.05.27	-48.45165	-1.472842	Oi	3G	-61	0	-21	
2019.09.25_10.05.28	-48.45165	-1.472842	Oi	3G	-61	0	-21	
2019.09.25_10.05.29	-48.45165	-1.472842	Oi	3G	-75	0	-21	
2019.09.25_10.05.30	-48.45165	-1.472842	Oi	3G	-75	0	-21	
2019.09.25_10.05.31	-48.45168	-1.472843	Oi	3G	-75	3	-21	
2019.09.25_10.05.32	-48.45168	-1.472843	Oi	3G	-75	3	-21	
2019.09.25_10.05.33	-48.45168	-1.472843	Oi	3G	-75	3	-21	
2019.09.25_10.05.34	-48.45171	-1.472846	Oi	3G	-75	3	-21	
2019.09.25_10.05.34	-48.45171	-1.472846	Oi	3G	-75	3	-21	
2019.09.25_10.05.35	-48.45171	-1.472846	Oi	3G	-75	3	-21	
2019.09.25_10.05.36	-48.45171	-1.472846	Oi	3G	-81	3	-21	
2019.09.25_10.05.37	-48.45175	-1.472855	Oi	3G	-81	4	-22	
2019.09.25_10.05.37	-48.45175	-1.472855	Oi	3G	-81	4	-22	
2019.09.25_10.05.39	-48.45175	-1.472855	Oi	3G	-79	4	-22	
2019.09.25_10.05.40	-48.45175	-1.472855	Oi	3G	-79	4	-22	
2019.09.25_10.05.41	-48.45178	-1.472869	Oi	3G	-79	4	-19	
2019.09.25_10.05.41	-48.45178	-1.472869	Oi	3G	-79	4	-19	
2019.09.25_10.05.42	-48.45178	-1.472869	Oi	3G	-79	4	-19	
2019.09.25_10.05.43	-48.45181	-1.472883	Oi	3G	-79	4	-16	
2019.09.25_10.05.43	-48.45181	-1.472883	Oi	3G	-71	4	-16	
2019.09.25_10.05.45	-48.45181	-1.472883	Oi	3G	-71	4	-16	
2019.09.25_10.05.45	-48.45184	-1.472898	Oi	3G	-71	6	-18	
2019.09.25_10.05.46	-48.45184	-1.472898	Oi	3G	-77	6	-18	
2019.09.25_10.05.47	-48.45186	-1.472909	Oi	3G	-77	3	-18	
2019.09.25_10.05.47	-48.45186	-1.472909	Oi	3G	-77	3	-18	
2019.09.25_10.05.48	-48.45186	-1.472909	Oi	3G	-77	3	-18	
2019.09.25_10.05.49	-48.45186	-1.472909	Oi	3G	-77	3	-18	
2019.09.25_10.05.50	-48.45189	-1.472925	Oi	3G	-77	3	-18	
2019.09.25_10.05.51	-48.45189	-1.472925	Oi	3G	-77	3	-18	
2019.09.25_10.05.52	-48.45189	-1.472925	Oi	3G	-77	3	-18	
2019.09.25_10.05.53	-48.45192	-1.472939	Oi	3G	-77	4	-18	
2019.09.25_10.05.53	-48.45192	-1.472939	Oi	3G	-77	4	-18	
2019.09.25_10.05.54	-48.45192	-1.472939	Oi	3G	-77	4	-18	
2019.09.25_10.05.55	-48.45195	-1.472951	Oi	3G	-77	6	-17	
2019.09.25_10.05.55	-48.45195	-1.472951	Oi	3G	-81	6	-17	
2019.09.25_10.05.56	-48.45195	-1.472951	Oi	3G	-81	6	-17	
2019.09.25_10.05.57	-48.45199	-1.472961	Oi	3G	-81	5	-18	
2019.09.25_10.05.57	-48.45199	-1.472961	Oi	3G	-73	5	-18	
2019.09.25_10.05.59	-48.45199	-1.472961	Oi	3G	-73	5	-18	
2019.09.25_10.05.59	-48.45202	-1.472970	Oi	3G	-73	5	-14	
2019.09.25_10.06.00	-48.45202	-1.472970	Oi	3G	-75	5	-14	
2019.09.25_10.06.01	-48.45205	-1.472976	Oi	3G	-75	4	-17	
2019.09.25_10.06.01	-48.45205	-1.472976	Oi	3G	-75	4	-17	
2019.09.25_10.06.02	-48.45205	-1.472976	Oi	3G	-75	4	-17	
2019.09.25_10.06.03	-48.45205	-1.472976	Oi	3G	-75	4	-17	
2019.09.25_10.06.04	-48.45209	-1.472985	Oi	3G	-75	4	-18	
2019.09.25_10.06.05	-48.45209	-1.472985	Oi	3G	-83	4	-18	
2019.09.25_10.06.06	-48.45209	-1.472985	Oi	3G	-83	4	-18	
2019.09.25_10.06.06	-48.45212	-1.472997	Oi	3G	-83	5	-18	
2019.09.25_10.06.07	-48.45212	-1.472997	Oi	3G	-85	5	-18	
2019.09.25_10.06.08	-48.45215	-1.473011	Oi	3G	-85	5	-18	
2019.09.25_10.06.08	-48.45215	-1.473011	Oi	3G	-85	5	-18	
2019.09.25_10.06.09	-48.45215	-1.473011	Oi	3G	-85	5	-18	
2019.09.25_10.06.10	-48.45217	-1.473030	Oi	3G	-85	4	-18	
2019.09.25_10.06.10	-48.45217	-1.473030	Oi	3G	-85	4	-18	
2019.09.25_10.06.12	-48.45217	-1.473030	Oi	3G	-81	4	-18	
2019.09.25_10.06.12	-48.45220	-1.473050	Oi	3G	-81	6	-13	
2019.09.25_10.06.13	-48.45220	-1.473050	Oi	3G	-81	6	-13	
2019.09.25_10.06.14	-48.45223	-1.473063	Oi	3G	-81	6	-14	
2019.09.25_10.06.14	-48.45223	-1.473063	Oi	3G	-81	6	-14	
2019.09.25_10.06.15	-48.45223	-1.473063	Oi	3G	-81	6	-14	
2019.09.25_10.06.16	-48.45223	-1.473063	Oi	3G	-71	6	-14	
2019.09.25_10.06.17	-48.45227	-1.473068	Oi	3G	-71	4	-16	
2019.09.25_10.06.17	-48.45227	-1.473068	Oi	3G	-71	4	-16	
2019.09.25_10.06.19	-48.45227	-1.473068	Oi	3G	-71	4	-16	
2019.09.25_10.06.20	-48.45229	-1.473082	Oi	3G	-71	2	-15	
2019.09.25_10.06.20	-48.45229	-1.473082	Oi	3G	-71	2	-15	
2019.09.25_10.06.21	-48.45229	-1.473082	Oi	3G	-77	2	-15	
2019.09.25_10.06.22	-48.45229	-1.473082	Oi	3G	-77	2	-15	
2019.09.25_10.06.23	-48.45229	-1.473082	Oi	3G	-77	2	-15	
2019.09.25_10.06.24	-48.45233	-1.473099	Oi	3G	-77	5	-12	
2019.09.25_10.06.24	-48.45233	-1.473099	Oi	3G	-77	5	-12	
2019.09.25_10.06.26	-48.45233	-1.473099	Oi	3G	-75	5	-12	
2019.09.25_10.06.26	-48.45236	-1.473112	Oi	3G	-75	4	-12	
2019.09.25_10.06.27	-48.45236	-1.473112	Oi	3G	-75	4	-12	
2019.09.25_10.06.28	-48.45236	-1.473112	Oi	3G	-79	4	-12	
2019.09.25_10.06.29	-48.45239	-1.473127	Oi	3G	-79	3	-13	
2019.09.25_10.06.29	-48.45239	-1.473127	Oi	3G	-79	3	-13	
2019.09.25_10.06.30	-48.45239	-1.473127	Oi	3G	-79	3	-13	
2019.09.25_10.06.31	-48.45239	-1.473127	Oi	3G	-79	3	-13	
2019.09.25_10.06.32	-48.45243	-1.473144	Oi	3G	-79	7	-13	
2019.09.25_10.06.33	-48.45243	-1.473144	Oi	3G	-77	7	-13	
2019.09.25_10.06.34	-48.45246	-1.473156	Oi	3G	-77	6	-15	
2019.09.25_10.06.34	-48.45246	-1.473156	Oi	3G	-77	6	-15	
2019.09.25_10.06.35	-48.45246	-1.473156	Oi	3G	-83	6	-15	
2019.09.25_10.06.36	-48.45250	-1.473163	Oi	3G	-83	5	-16	
2019.09.25_10.06.36	-48.45250	-1.473163	Oi	3G	-83	5	-16	
2019.09.25_10.06.37	-48.45250	-1.473163	Oi	3G	-73	5	-16	
2019.09.25_10.06.38	-48.45250	-1.473163	Oi	3G	-73	5	-16	
2019.09.25_10.06.39	-48.45253	-1.473164	Oi	3G	-73	0	-17	
2019.09.25_10.06.39	-48.45253	-1.473164	Oi	3G	-81	0	-17	
2019.09.25_10.06.41	-48.45253	-1.473164	Oi	3G	-81	0	-17	
2019.09.25_10.06.42	-48.45253	-1.473164	Oi	3G	-81	0	-17	
2019.09.25_10.06.43	-48.45255	-1.473171	Oi	3G	-81	2	-18	
2019.09.25_10.06.43	-48.45255	-1.473171	Oi	3G	-81	2	-18	
2019.09.25_10.06.44	-48.45255	-1.473171	Oi	3G	-81	2	-18	
2019.09.25_10.06.45	-48.45255	-1.473171	Oi	3G	-81	2	-18	
2019.09.25_10.06.46	-48.45259	-1.473170	Oi	3G	-81	6	-16	
2019.09.25_10.06.46	-48.45259	-1.473170	Oi	3G	-73	6	-16	
2019.09.25_10.06.48	-48.45259	-1.473170	Oi	3G	-73	6	-16	
2019.09.25_10.06.49	-48.45263	-1.473167	Oi	3G	-73	5	-18	
2019.09.25_10.06.49	-48.45263	-1.473167	Oi	3G	-87	5	-18	
2019.09.25_10.06.50	-48.45263	-1.473167	Oi	3G	-87	5	-18	
2019.09.25_10.06.51	-48.45263	-1.473167	Oi	3G	-87	5	-18	
2019.09.25_10.06.52	-48.45267	-1.473168	Oi	3G	-87	4	-18	
2019.09.25_10.06.52	-48.45267	-1.473168	Oi	3G	-87	4	-18	
2019.09.25_10.06.53	-48.45267	-1.473168	Oi	3G	-85	4	-18	
2019.09.25_10.06.54	-48.45269	-1.473177	Oi	3G	-85	4	-18	
2019.09.25_10.06.55	-48.45269	-1.473177	Oi	3G	-85	4	-18	
2019.09.25_10.06.56	-48.45273	-1.473184	Oi	3G	-85	6	-13	
2019.09.25_10.06.56	-48.45273	-1.473184	Oi	3G	-83	6	-13	
2019.09.25_10.06.57	-48.45273	-1.473184	Oi	3G	-83	6	-13	
2019.09.25_10.06.58	-48.45276	-1.473183	Oi	3G	-83	4	-16	
2019.09.25_10.06.58	-48.45276	-1.473183	Oi	3G	-83	4	-16	
2019.09.25_10.06.59	-48.45276	-1.473183	Oi	3G	-83	4	-16	
